raceId,driverId,stint_id,stint_start_lap,stint_end_lap,stint_length,mean_lap_time_ms,median_lap_time_ms,std_lap_time_ms,max_tyre_age,degradation_slope_ms_per_lap
1033,8,3,34,69,36,81288.5,81288.5,4777.712065430345,36,-187.4570141570142
1033,20,1,1,3,3,99675.0,99675.0,3182.4101453667686,3,-535.4999999999993
1033,20,2,4,29,26,83926.0,83926.0,6695.431009737447,26,-379.34290598290573
1033,20,3,30,69,40,80853.0,80853.0,3249.6272463752853,40,-72.85431519699814
1033,154,1,1,34,34,83878.5,83878.5,6897.5294644541,34,-317.69533995416356
1033,154,2,35,69,35,81443.0,81443.0,3849.009516374682,35,-125.36526610644253
1033,815,1,1,3,3,98609.0,98609.0,4326.082562010732,3,-2642.9999999999986
1033,815,2,4,35,32,83526.0,83526.0,5770.750490341286,32,-280.32258064516145
1033,815,3,36,69,34,80605.0,80605.0,3391.0304368069555,34,-86.15080213903752
1033,817,1,1,4,4,96765.0,96765.0,4626.595940861922,4,-2661.199999999999
1033,817,2,5,43,39,83038.0,83038.0,4741.699747340301,39,-184.76376518218638
1033,817,3,44,69,26,80367.5,80367.5,3785.404921537457,26,-112.80649572649574
1033,822,1,1,2,2,100587.0,100587.0,2559.7265478953022,2,
1033,822,2,3,33,31,82224.0,82224.0,6241.565166609435,31,-334.76693548387084
1033,822,3,34,49,16,80035.5,80035.5,4635.053009405609,16,-297.7499999999998
1033,822,4,50,70,21,78508.0,78508.0,4070.51636773518,21,-220.25194805194823
1033,825,1,1,35,35,83647.0,83647.0,6502.7995888261075,35,-326.0563025210083
1033,825,2,36,69,34,80926.0,80926.0,3961.271516637117,34,-147.31611917494268
1033,826,1,1,1,1,111084.0,111084.0,,1,
1033,826,2,2,18,17,85540.0,85540.0,8572.80828018588,17,-956.3063725490193
1033,826,3,19,69,51,81735.0,81735.0,3206.977879684285,51,-72.14099547511321
1033,830,1,1,4,4,94777.0,94777.0,2743.7400873017596,4,-1232.7999999999997
1033,830,2,5,36,32,82233.0,82233.0,4465.221714391054,32,-128.91110703812325
1033,830,3,37,70,34,79940.5,79940.5,3485.9015682195472,34,-131.52146676852558
1033,832,1,1,3,3,99140.0,99140.0,4238.416252957387,3,-2665.9999999999986
1033,832,2,4,40,37,83400.0,83400.0,5587.830494219752,37,-229.1640587956377
1033,832,3,41,69,29,80932.0,80932.0,3661.5175001549405,29,-170.86995073891643
1033,839,1,1,4,4,96952.0,96952.0,7073.712951248918,4,-3871.7000000000007
1033,839,2,5,31,27,84439.0,84439.0,5105.732992182844,27,-300.8192918192919
1033,839,3,32,69,38,81304.0,81304.0,3609.364417634877,38,-72.5046503993872
1033,840,1,1,3,3,98277.0,98277.0,2779.659751360466,3,-249.99999999999974
1033,840,2,4,35,32,82374.5,82374.5,6284.350329229261,32,-245.11290322580643
1033,840,3,36,52,17,80955.0,80955.0,4828.666973673695,17,-344.4877450980391
1033,840,4,53,70,18,79506.0,79506.0,4401.898881699339,18,-343.4509803921568
1033,841,1,1,4,4,102221.0,102221.0,5915.941929791626,4,-1846.9000000000003
1033,841,2,5,20,16,85388.0,85388.0,5789.840394676984,16,-313.46911764705845
1033,841,3,21,40,20,82554.0,82554.0,4591.310160452427,20,-183.10827067669203
